Registro|Orden_Servicio|Cliente|Identificador_Metro|Tipo Servicio Metro|Tipo Plan Metro|Velocidad Metro|Central+Circuito|Central|Nombre_Central|Tipo_Componente|Status_Instalacion|Nombre_Nodo|Tipo_Nodo|Tipo_Tarjeta|Nombre_Tarjeta|Slot|Puerto
200507800|U05IXM07800|UNIV SIMON RODRIGUEZ|||||2244-0124129|2244|COCHE                ( 2244 )|PTO_RDCDE|ACTIVO|350 COCHE 1|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|5|4|
200508315|U05CAT08315|BANCO PROVINCIAL S.A. BU|||||4231-0003679|4231|RAFAEL URDANETA-PTC(4231)/PATANEMO 4231Z|PTO_RDCDE|ACTIVO|350 PUERTO CABELLO|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|6|8|
200509040|U05CAT09040|BANCO PROVINCIAL S.A. BU|||||4813-0000084|4813|SAN CARLOS(4813)/EL LIMON (4813Z)|PTO_RDCDE|ACTIVO|350 SAN CARLOS 1|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|6|1|
200509266|U05CAT09266|BANCO PROVINCIAL S.A. BU|||||5185-0002803|5185|SANTA ELENA          ( 5185 )|PTO_RDCDE|ACTIVO|SANTA-ELENA-DATOS|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-2|21|
200509352|U05CAT09352|BANCO PROVINCIAL S.A. BU|||||2221-0104041|2221|CHACAO               ( 2221 )|PTO_RDCDE|ACTIVO|CHACAO-DATOS-III|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1.1.3|5|
200512096|U05ICP12096|C A N T V|||||4194-0001566|4194|NEGRO PRIMERO URL    ( 4194 )|PTO_RDCDE|ACTIVO|NEGRO-PRIMERO|MUX_N.IVSU_7350|TARJETA DE AGREGADO|G.SHDSL|1-1-5|1|
200512162|U05CAT12162|SAFIV|||||2319-0123230|2319|LAS MERCEDES         ( 2319 )|PTO_RDCDE|ACTIVO|MERCEDES-DATOS|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1.1.2|12|
200513852|U05ICP13852|C A N T V|||||2322-0131185|2322|LOS CAOBOS           ( 2322 )|PTO_RDCDE|ACTIVO|350-CAOBOS|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|5|43|
200517014|U05ICP17014|CATIVEN S A|||||2213-0131790|2213|BOLEITA              ( 2213 )|PTO_RDCDE|ACTIVO|350 BOLEITA 1|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|5|25|
200517388|U05IRI17388|C A N T V|||||2239-0131826|2239|CENTRO NACIONAL      ( 2239 )|PTO_RDCDE|ACTIVO|CENTRO-NACIONAL|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|5|2|
200517627|U05IRI17627|C A N T V|||||2239-0131827|2239|CENTRO NACIONAL      ( 2239 )|PTO_RDCDE|ACTIVO|CENTRO-NACIONAL|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|R1-S1-LT5|1|
200517647|U05CAT17647|UNIV CENTRAL DE VENEZUELA|||||2242-0120998|2242|CHAGUARAMOS          ( 2242 )|PTO_RDCDE|ACTIVO|CHAGUARAMOS-DATOS|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1.1.5|8|
200518697|U05IRI18697|C A N T V|||||2215-0132051|2215|PETARE               ( 2215 )|PTO_RDCDE|ACTIVO|PETARE-DATOS|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1.1.16|1|
200518703|U05IRI18703|C A N T V|||||2223-0132055|2223|LOS PALOS GRANDES    ( 2223 )|PTO_RDCDE|ACTIVO|350 PALOS GRANDES 1|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|6|31|
200520881|U05CAT20881|BANCO PROVINCIAL S.A. BU|||||2322-0095935|2322|LOS CAOBOS           ( 2322 )|PTO_RDCDE|ACTIVO|CAOBOS-DATOS|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1.1.5|2|
200520922|U05CAT20922|C A N T V|||||4441-0002362|4441|CAGUA                ( 4441 )|PTO_RDCDE|ACTIVO|350 CAGUA 1|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|6|13|
200520935|U05CAT20935|BANCO PROVINCIAL S.A. BU|||||2312-0095694|2312|CHUAO                ( 2312 )|PTO_RDCDE|ACTIVO|CHUAO-DATOS-III|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1.1.1|22|
200520983|U05CAT20983|BANCO PROVINCIAL S.A. BU|||||8471-0001011|8471|CUMANA CENTRO FIJA   ( 8471 )|PTO_RDCDE|ACTIVO|350 CUMANA 1|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|5|10|
200521153|U05ICP21153|C A N T V|||||2213-0132264|2213|BOLEITA              ( 2213 )|PTO_RDCDE|ACTIVO|350 BOLEITA 1|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|5|31|
200521592|U05CAT21592|(CDC) SERVICE TELECOM 965, C.A|||||2304-0121587|2304|CARACAS              ( 2304 )|PTO_RDCDE|ACTIVO|350 CARACAS 1|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|6|2|
200521685|U05ICP21685|COMERCIAL BELLOSO CA|||||2242-0132925|2242|CHAGUARAMOS          ( 2242 )|PTO_RDCDE|ACTIVO|CHAGUARAMOS-DATOS|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1.1.5|11|
200523710|U05CAT23710|MIN SALUD Y DESARROLLO SOCIA|||||4941-0000816|4941|SN FERNANDO DE APURE ( 4941 )|PTO_RDCDE|ACTIVO|350 SAN FERNANDO 1|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|6|32|
200523842|U05MDE23842|MIN DE INFRAESTRUCTURA|||||2221-0132322|2221|CHACAO               ( 2221 )|PTO_RDCDE|ACTIVO|CHACAO-DATOS-III|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1.1.1|19|
200524088|U05ICP24088|MERCADO D ALMENTOS CA MERCAL|||||2304-0132528|2304|CARACAS              ( 2304 )|PTO_RDCDE|ACTIVO|350 CARACAS 1|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|6|20|
200524296|U05CAT24296|C A N T V|||||8202-0000371|8202|ANACO                ( 8202 )|PTO_RDCDE|ACTIVO|350 ANACO 1|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|6|15|
200524654|U05ICP24654|MPP TRABAJO Y SEGURIDAD SOC.|||||8471-0001503|8471|CUMANA CENTRO FIJA   ( 8471 )|PTO_RDCDE|ACTIVO|350 CUMANA 1|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|5|7|
200524910|U05CAF24910|BEV, C.A.|||||2217-0105489|2217|LA URBINA            ( 2217 )|PTO_RDCDE|CORTADO|350URBINA|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|4|2|
200525249|U05MDE25249|CENTRO DIAGNOSTICO DOCENTE|||||2319-9091011|2319|LAS MERCEDES         ( 2319 )|PTO_RDCDE|ACTIVO|350 MERCEDES 1|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|6|38|
200525708|U05IRI25708|C A N T V|||||4136-0015154|4136|ESMERALDA-SAN DIEGO  ( 4136 )|PTO_RDCDE|ACTIVO|SAN-DIEGO-DATOS|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-2-5|5|
200526344|U05ICP26344|C A N T V|||||6124-0012864|6124|BELLA VISTA III      ( 6124 )|PTO_RDCDE|ACTIVO|BELLA-VISTA-III-DATO|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1.3.16|2|
200526442|U05ICP26442|INST. U. POLIT. STGO. MARIÑO|||||2217-0133364|2217|LA URBINA            ( 2217 )|PTO_RDCDE|ACTIVO|350URBINA|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|4|31|
200526530|U05ICP26530|CONSEJO NAC. ELECTORAL|||||2242-0132941|2242|CHAGUARAMOS          ( 2242 )|PTO_RDCDE|ACTIVO|CHAGUARAMOS-DATOS|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1.1.4|8|
200526606|U05CAT26606|HOSP UNIVERSITARIO DE CARACAS|||||2242-0124221|2242|CHAGUARAMOS          ( 2242 )|PTO_RDCDE|ACTIVO|CHAGUARAMOS-DATOS|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1.1.2|17.18|
200526699|U05ICP26699|MINISTERIO DE ALIMENTACION|||||2304-0133081|2304|CARACAS              ( 2304 )|PTO_RDCDE|ACTIVO|350 CARACAS 1|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|6|45|
200527304|U05ICP27304|VENSECAR INTERNACIONAL C.A.|||||2301-0133115|2301|EL ROSAL             ( 2301 )|PTO_RDCDE|ACTIVO|350-ROSAL|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|2|23|
200528818|U05ICP28818|PROCURAD GRAL LA REPUBLICA|||||2242-0133254|2242|CHAGUARAMOS          ( 2242 )|PTO_RDCDE|ACTIVO|CHAGUARAMOS-DATOS|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1.1.5|16|
200528946|U05CAT28946|BANCO PROVINCIAL S.A. BU|||||6213-0007672|6213|URDANETA II          ( 6213 )|PTO_RDCDE|ACTIVO|URDANETA-DATOS|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-2-16|21|
200530525|U05ICP30525|TELECOMUNICACIONES MOVILNET|||||2217-0133398|2217|LA URBINA            ( 2217 )|PTO_RDCDE|ACTIVO|350URBINA|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|4|4|
200531837|U05CAT31837|PALMAT CA|||||2312-0119265|2312|CHUAO                ( 2312 )|PTO_RDCDE|ACTIVO|CHUAO-DATOS-III|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1.1.1|24|
200532436|U05CAT32436|C A N T V|||||2322-0133442|2322|LOS CAOBOS           ( 2322 )|PTO_RDCDE|ACTIVO|350-CAOBOS|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|4|22|
200532613|U05IRI32613|C A N T V|||||4681-0000603|4681|PUEBLO NUEVO-S.J.M   ( 4681 )|PTO_RDCDE|ACTIVO|350 SAN JUAN 1|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|6|23|
200533241|U05ICP33241|MIGO VICTORIA C.A.|||||4473-0002881|4473|LA VICTORIA / TEJERIA( 4473 )|PTO_RDCDE|ACTIVO|LA-VICTORIA-DATOS|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1.1.16|1|
200533736|U05CAT33736|C A N T V|||||2312-0132770|2312|CHUAO                ( 2312 )|PTO_RDCDE|ACTIVO|350 CHUAO 1|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|6|3|
200533757|U05IRI33757|C A N T V|||||2223-0133754|2223|LOS PALOS GRANDES    ( 2223 )|PTO_RDCDE|ACTIVO|350 PALOS GRANDES 1|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|6|3|
200534266|U05CAT34266|INST SALUD PUBLICA|||||9161-0001543|9161|CIUDAD BOLIVAR       ( 9161 )|PTO_RDCDE|ACTIVO|350 CIUDAD BOLIVAR 1|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|6|6|
200534496|U05CAT34496|BANCO EXTERIOR CA BCO UNIVER|||||8304-0001254|8304|EL TIGRITO           ( 8304 )|PTO_RDCDE|ACTIVO|EL-TIGRITO|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-16|16|
200534512|U05CAT34512|BANCO EXTERIOR CA BCO UNIVER|||||4354-0007473|4354|LAS DELICIAS MAY.    ( 4354 )|PTO_RDCDE|ACTIVO|DELICIAS-MCY-DATOS|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-3|6|
200534565|U05ICP34565|INVERSINES INDAAL C.A.|||||4231-0004228|4231|RAFAEL URDANETA-PTC(4231)/PATANEMO 4231Z|PTO_RDCDE|ACTIVO|350 PUERTO CABELLO|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|6|13|
200600316|U06ICP00316|BCO DE EXPORT Y COMERCIO CA|||||2303-0134008|2303|LA SALLE             ( 2303 )|PTO_RDCDE|ACTIVO|LA-SALLE-DATOS|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1.1.5|24|
200600460|U06ICP00460|C A N T V|||||5185-0006380|5185|SANTA ELENA          ( 5185 )|PTO_RDCDE|ACTIVO|SANTA-ELENA-DATOS|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1.1.16|6|
200601086|U06CAT01086|AVIOR AIRLINES CA|||||3106-0097505|3106|A.ITNCL.S.BOLIVAR    ( 3106 )|PTO_RDCDE|ACTIVO|AEROPUERTO-DATOS|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1.1.16|2|
200601425|U06ICP01425|C A N T V|||||8823-0010463|8823|JORGE COLL           ( 8823 )|PTO_RDCDE|EN CONSTRUCCION|350 JORGE COLL 1|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|6|21|
200604664|U06ICP04664|CTRO NAC.DE TECNOLOG.INF|||||4353-0009605|4353|LA BARRACA MARACAY   ( 4353 )|PTO_RDCDE|ACTIVO|LA-BARRACA-DATOS|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|2-1-16|1|
200604862|U06ICP04862|DIRECCION EJEC. MAGIST.|||||2221-0134591|2221|CHACAO               ( 2221 )|PTO_RDCDE|ACTIVO|350CHACAO-1|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|6|3|
200604865|U06ICP04865|DIRECCION EJEC. MAGIST.|||||2221-0134594|2221|CHACAO               ( 2221 )|PTO_RDCDE|ACTIVO|350CHACAO-1|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|8|23|
200604866|U06ICP04866|DIRECCION EJEC. MAGIST.|||||2221-0134593|2221|CHACAO               ( 2221 )|PTO_RDCDE|ACTIVO|CHACAO-DATOS|MUX_N.IVSU_7350|TARJETA DE AGREGADO|G.SHDSL|1.1.2|22|
200604868|U06ICP04868|DIRECCION EJEC. MAGIST.|||||2221-0134592|2221|CHACAO               ( 2221 )|PTO_RDCDE|ACTIVO|350CHACAO-1|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|8|28|
200605220|U06ICP05220|MRW|||||2221-0134704|2221|CHACAO               ( 2221 )|PTO_RDCDE|ACTIVO|350CHACAO-1|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|6|24|
200605835|U06ICP05835|CTRO NAC.DE TECNOLOG.INF|||||9228-0004268|9228|ALTA VISTA           ( 9228 )|PTO_RDCDE|ACTIVO|7350 ALTAVISTA-1|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|6|4|
200606292|U06ICP06292|CTRO NAC.DE TECNOLOG.INF|||||3608-0134865|3608|GUATIRE              ( 3608 )|PTO_RDCDE|ACTIVO|350-GUATIRE|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|4|4|
200607365|U06CAT07365|CA METRO DE CARACAS|||||2240-0126564|2240|SAN AGUSTIN          ( 2240 )|PTO_RDCDE|ACTIVO|SAN-AGUSTIN-DATOS|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1.1.5|14|
200607433|U06CAT07433|CONSEJO DE LA JUDICATURA (NO USAR)|||||2221-0124345|2221|CHACAO               ( 2221 )|PTO_RDCDE|ACTIVO|CHACAO-DATOS-III|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1.1.3|15|
200607704|U06ICP07704|BANCO PROVINCIAL S.A. BU|||||7463-0002678|7463|EJIDO                ( 7463 )|PTO_RDCDE|ACTIVO|EJIDO-DATOS|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|16|1|
200609084|U06CAT09084|CONSEJO NAC. ELECTORAL|||||2242-0134957|2242|CHAGUARAMOS          ( 2242 )|PTO_RDCDE|ACTIVO|CHAGUARAMOS-DATOS|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1.1.4|7|
200609318|U06CAT09318|MINIST DE COMUNIC E INFORM|||||2304-0123927|2304|CARACAS              ( 2304 )|PTO_RDCDE|ACTIVO|350 CARACAS 1|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|6|21|
200609697|U06CAT09697|SCHNEIDER ELECTRIC VENEZUELA|||||3309-0124441|3309|CIUDAD FAJARDO       ( 3309 )|PTO_RDCDE|ACTIVO|350 CDAD. FAJARDO 1|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|5|4|
200610690|U06CAT10690|LABORATORIOS LETI SAV|||||3307-0114480|3307|GUARENAS-TRAPICHITO-ELECTRO ( 3307 )|PTO_RDCDE|ACTIVO|350 TRAPICHITO 1|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|6|1|
200610992|U06CAT10992|COMISION DE ADM DE DIVISAS|||||2242-0123417|2242|CHAGUARAMOS          ( 2242 )|PTO_RDCDE|ACTIVO|CHAGUARAMOS-DATOS|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1.1.5|22|
200610997|U06CAT10997|COMISION DE ADM DE DIVISAS|||||2304-0122967|2304|CARACAS              ( 2304 )|PTO_RDCDE|ACTIVO|350 CARACAS 1|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|7|7|
200611001|U06CAT11001|SUNAI|||||2213-0128294|2213|BOLEITA              ( 2213 )|PTO_RDCDE|ACTIVO|350 BOLEITA 1|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|6|5|
200611021|U06CAT11021|COMISION DE ADM DE DIVISAS|||||2322-0122956|2322|LOS CAOBOS           ( 2322 )|PTO_RDCDE|ACTIVO|350-CAOBOS|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|4|15|
200611560|U06ICP11560|MPP TRABAJO Y SEGURIDAD SOC.|||||4813-0000349|4813|SAN CARLOS(4813)/EL LIMON (4813Z)|PTO_RDCDE|ACTIVO|350 SAN CARLOS 1|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|6|19|
200612010|U06CAT12010|(CDC) DOTCOM COMUNICACIONES, C.A.|||||4232-0004005|4232|CUMBOTO (4232)/EL PALITO URL (4213P)|PTO_RDCDE|ACTIVO|CUMBOTO-DATOS|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1.1.16|3|
200612542|U06CAT12542|HIDROCAPITAL CA|||||2303-0117643|2303|LA SALLE             ( 2303 )|PTO_RDCDE|ACTIVO|LA-SALLE-DATOS|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1.1.5|22|
200613500|U06IRI13500|C A N T V|||||4941-0000930|4941|SN FERNANDO DE APURE ( 4941 )|PTO_RDCDE|ACTIVO|350 SAN FERNANDO 1|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|6|21|
200614105|U06IRI14105|C A N T V|||||2324-0135942|2324|ALTO PRADO I/FCO.SALIAS (P.ESTE)( 2324 )|PTO_RDCDE|ACTIVO|PRADO-DEL-ESTE-DATO|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-16|5|
200614398|U06ICP14398|CORPOSALUD ARAGUA.|||||3206-0136015|3206|LOS TEQUES           ( 3206 )|PTO_RDCDE|ACTIVO|LOS-TEQUES-DATOS|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1.1.3|10|
200614880|U06CAT14880|FUNDACOMUN|||||2301-0109227|2301|EL ROSAL             ( 2301 )|PTO_RDCDE|ACTIVO|ROSAL-DATOS|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1.1.3|3|
200614890|U06CAT14890|INST AUT TRANST TRAN Y CIRC|||||2220-0125336|2220|MACARACUAY           ( 2220 )|PTO_RDCDE|ACTIVO|350-MACARACUAY|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|5|3|
200615183|U06ICP15183|MINISTERIO DE JUSTICIA|||||2319-0136375|2319|LAS MERCEDES         ( 2319 )|PTO_RDCDE|ACTIVO|350 MERCEDES 1|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|7|23|
200615185|U06ICP15185|MINISTERIO DE JUSTICIA|||||2319-0136376|2319|LAS MERCEDES         ( 2319 )|PTO_RDCDE|ACTIVO|350 MERCEDES 1|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|7|24|
200615186|U06ICP15186|MINISTERIO DE JUSTICIA|||||2319-0136377|2319|LAS MERCEDES         ( 2319 )|PTO_RDCDE|ACTIVO|350 MERCEDES 1|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|7|25|
200615189|U06ICP15189|MINISTERIO DE JUSTICIA|||||2319-0136378|2319|LAS MERCEDES         ( 2319 )|PTO_RDCDE|ACTIVO|350 MERCEDES 1|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|7|26|
200615501|U06CAT15501|ALC MCPIO SAN FRANCISCO|||||6187-0013205|6187|EL TREBOL U.R.L      ( 6187 )|PTO_RDCDE|ACTIVO|ASIG. ADMINISTRATIVA|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-15|6|
200615639|U06ICP15639|BCO OCCID DESC BCO UNIVERSAL|||||4181-0015774|4181|CAMORUCO             ( 4181 )|PTO_RDCDE|ACTIVO|CAMORUCO-DATOS|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1.1.2|5|
200616001|U06ICP16001|CONSEJO NAC. ELECTORAL|||||2242-0135975|2242|CHAGUARAMOS          ( 2242 )|PTO_RDCDE|ACTIVO|CHAGUARAMOS-DATOS|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1.1.5|14|
200616404|U06CAT16404|FONDAPFA|||||4813-0000352|4813|SAN CARLOS(4813)/EL LIMON (4813Z)|PTO_RDCDE|ACTIVO|SAN-CARLOS-DATOS-II|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-1|4|
200616430|U06CAT16430|BANCO PROVINCIAL S.A. BU|||||2220-0095646|2220|MACARACUAY           ( 2220 )|PTO_RDCDE|ACTIVO|350-MACARACUAY|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|5|11|
200616432|U06CAT16432|BANCO PROVINCIAL S.A. BU|||||5185-0002811|5185|SANTA ELENA          ( 5185 )|PTO_RDCDE|ACTIVO|SANTA-ELENA-DATOS|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-16|11|
200616454|U06CAT16454|BANCO PROVINCIAL S.A. BU|||||7682-0002922|7682|LA CONCORDIA (7682)|PTO_RDCDE|ACTIVO|COMPACTO-CONCORDIA|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-2-16|8|
200617296|U06CAF17296|(CDC) GRUPO MONTELEC, C.A.|||||4441-0002643|4441|CAGUA                ( 4441 )|PTO_RDCDE|ACTIVO|350 CAGUA 1|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|6|14|
200617431|U06CAT17431|FONDAPFA|||||4813-0000348|4813|SAN CARLOS(4813)/EL LIMON (4813Z)|PTO_RDCDE|ACTIVO|350 SAN CARLOS 1|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|6|18|
200617903|U06ICP17903|C A N T V|||||4353-0009799|4353|LA BARRACA MARACAY   ( 4353 )|PTO_RDCDE|ACTIVO|LA-BARRACA-DATOS|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|2-1-19|19|
200618050|U06ICP18050|C A N T V|||||4181-0015788|4181|CAMORUCO             ( 4181 )|PTO_RDCDE|ACTIVO|CAMORUCO-DATOS|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1.1.2|8|
200618133|U06ICP18133|C A N T V|||||6124-0013457|6124|BELLA VISTA III      ( 6124 )|PTO_RDCDE|ACTIVO|BELLA-VISTA-III-DATO|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1.3.16|10|
200618169|U06ICP18169|C A N T V|||||7476-0002712|7476|MERIDA-CENTRO        ( 7476 )|PTO_RDCDE|ACTIVO|MERIDA-CENTRO-DATOS|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|2.1.16|2|
200618184|U06ICP18184|C A N T V|||||7683-0005499|7683|PIRINEOS             ( 7683 )|PTO_RDCDE|ACTIVO|PIRINEOS-DATOS|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|3-2-16|1|
200618544|U06CAT18544|CONSEJO DE LA JUDICATURA (NO USAR)|||||4681-0000428|4681|PUEBLO NUEVO-S.J.M   ( 4681 )|PTO_RDCDE|ACTIVO|SAN-JUAN-DE-LOS-MORROS-DATOS-II|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1|3|
200618770|U06IRI18770|C A N T V|||||2213-0136298|2213|BOLEITA              ( 2213 )|PTO_RDCDE|ACTIVO|BOLEITA-DATOS|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1.1.5|5|
200619753|U06IVA19753|PONCHE CREMA CA|||||4182-0015772|4182|LA ISABELICA         ( 4182 )|PTO_RDCDE|ACTIVO|ISABELICA-DATOS|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|5|19|
200620031|U06ICP20031|FDO DE CREDITO INDUSTRIAL|||||2221-0136697|2221|CHACAO               ( 2221 )|PTO_RDCDE|ACTIVO|350CHACAO-1|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|6|26|
200620156|I06CAT20156|UNIV NAC EXP POL AJ DE SUCRE|||||5226-0001103|5226|CARORA-DIGITAL       ( 5226 )|PTO_RDCDE|ACTIVO|CARORA|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|2-1-16|5|
200620345|U06CAP20345| |||||2221-2772111|2221|CHACAO               ( 2221 )|PTO_RDCDE|ACTIVO|350CHACAO-1|MUX_N.IVSU_7350|TARJETA DE AGREGADO|G.SHDSL|8|11|
200620345|U06CAP20345| |||||2221-2772111|2221|CHACAO               ( 2221 )|PTO_RDCDE|ACTIVO|350CHACAO-1|MUX_N.IVSU_7350|TARJETA DE AGREGADO|G.SHDSL|8|12|
200620437|U06CAP20437|AMCOR RIGID PLAST DE VZLA|||||4182-8391011|4182|LA ISABELICA         ( 4182 )|PTO_RDCDE|ACTIVO|350-ISABELICA|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|5|2|
200620505|U06ICP20505|CTRO NAC.DE TECNOLOG.INF|||||8471-0001569|8471|CUMANA CENTRO FIJA   ( 8471 )|PTO_RDCDE|ACTIVO|350 CUMANA 1|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|5|18|
200620835|U06ICP20835|FAO|||||2221-0136672|2221|CHACAO               ( 2221 )|PTO_RDCDE|ACTIVO|350CHACAO-1|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|8|34|
200620987|U06IXM20987|CA ADM Y FOMENTO ELECTRICO|||||2213-0136406|2213|BOLEITA              ( 2213 )|PTO_RDCDE|ACTIVO|350 BOLEITA 1|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|6|47|
